name,logo_src,location,type,avg_tuition_annually,avg_tuition_after_aid,avg_aid_pack,grad_rate,address,phone_number,website,application_link,acceptance_rate,reg_app_due_date,SAT_range,ACT_range,required_GPA,required_rank,required_ACT_SAT,student_to_faculty_ratio,retention_rate_majors_avail,financial_aid_app_due_date,avg_housing_cost,undergrad_pop,campus_life,majors_available
Paul Mitchell the School Austin,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Austin, TX",Less than 2-year • Career and Technical,$22K,"$22,247",Not available,Not available,"9503 Research Blvd Ste 310, Austin, TX 78759",Phone number not available,paulmitchell.edu/austin/request-enrollment-information,https://www.paulmitchell.edu/austin/online-application,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,13:1,70%,Not available,Not available,Not available,Urban,3
Paul Mitchell The School Atlanta,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Atlanta, GA",Less than 2-year • Career and Technical,$21K,"$20,847",Not available,Not available,"887 W Marietta St NW Ste A, Atlanta, GA 30318",Phone number not available,paulmitchell.edu/atlanta/request-enrollment-information,https://www.paulmitchell.edu/atlanta/online-application,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,16:1,65%,Not available,Not available,Not available,Urban,3
Paul Mitchell the School Arlington,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Arlington, TX",Less than 2-year • Career and Technical,$24K,"$24,176",Not available,Not available,"309 Curtis Mathes Way Ste 101, Arlington, TX 76018",Phone number not available,paulmitchell.edu/arlington/request-enrollment-information,https://www.paulmitchell.edu/arlington/online-application,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,20:1,95%,Not available,Not available,Not available,Urban,3
Paul Mitchell the School Albuquerque,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Albuquerque, NM",Less than 2-year • Career and Technical,$13K,"$13,365",Not available,Not available,"201 Uptown Loop RD NE  Ste F, Albuquerque, NM 87110",Phone number not available,paulmitchell.edu/albuquerque,,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,30:1,89%,Not available,Not available,Not available,Urban,5
Paul Mitchell The School  Knoxville,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Knoxville, TN",Less than 2-year • Career and Technical,$18K,"$17,780",Not available,Not available,"8380 Kingston Pike, Knoxville, TN 37919",Phone number not available,paulmitchell.edu/knoxville,https://paulmitchell.edu/knoxville,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,16:1,40%,Not available,Not available,Not available,Urban,3
Paul Mitchell NYC,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Staten Island, NY",Less than 2-year • Career and Technical,$18K,"$17,749",Not available,Not available,"187 New Dorp Ln, Staten Island, NY 10306",Phone number not available,paulmitchell.edu/nyc/request-enrollment-information,https://paulmitchell.edu/nyc/get-started,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,12:1,100%,Not available,Not available,Not available,Urban,2
Paul D. Camp Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F534_Logo.gif&w=3840&q=75,"Franklin, VA",2-year • Public,$3K,"$3,395",Not available,Not available,"100 N College Dr, Franklin, VA 23851",,pdc.edu,https://www.pdc.edu/attend/signing-up-for-classes/how-to-become-a-student/,Not available,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,16:1,54%,Not available,Not available,"1,219",Small • Rural,22
Patrick Henry College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F227266_Logo.gif&w=3840&q=75,"Purcellville, VA",4-year • Private,$26K,"$26,095","$13,799",65%,"10 Patrick Henry Cir, Purcellville, VA 20132",,phc.edu,https://campus.phc.edu/applicationportal/acctcreate/,82%,July 1,1220–1410*,27–32*,Recommended,Considered but not required,Required,14:1,87%,March 1,"$11,020",373,Small • Suburban,8
Patrick And Henry Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F529_Logo.gif&w=3840&q=75,"Martinsville, VA",2-year • Public,$5K,"$5,048",Not available,Not available,"645 Patriot Ave, Martinsville, VA 24112",Phone number not available,patrickhenry.edu,https://www.apply.vccs.edu/applications/VCCS/apply.html?application_id=4090,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,18:1,64%,Not available,Not available,Not available,Rural,42
Pat Goins Benton Road Beauty School,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Shreveport, LA",Less than 2-year • Career and Technical,$13K,"$13,391",Not available,Not available,"7460 Youree Dr Ste 130, Shreveport, LA 71105",Phone number not available,,,,,,,Not available,Not available,Not available,13:1,100%,Not available,Not available,Not available,Urban,4
Passaic County Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1065_Logo.gif&w=3840&q=75,"Paterson, NJ",2-year • Public,$7K,"$6,811",Not available,Not available,"1 College Blvd, Paterson, NJ 07505",Phone number not available,pccc.edu,https://pccc-uga.edu.185r.net/application/login/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,15:1,67%,Not available,Not available,Not available,Urban,53
Pasco-Hernando State College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F574_Logo.gif&w=3840&q=75,"New Port Richey, FL",4-year • Public,$4K,"$3,919",Not available,Not available,"10230 Ridge Rd, New Port Richey, FL 34654",Phone number not available,phsc.edu,https://admissions.phsc.edu/start/new,Not available,Not available,Not available*,Not available*,Not available,Not available,Recommended,24:1,Not available,August 1,Not available,Not available,Suburban,60
Pasadena City College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F2689_Logo.gif&w=3840&q=75,"Pasadena, CA",2-year • Public,$4K,"$4,420",Not available,Not available,"1570 E Colorado Blvd, Pasadena, CA 91106",Phone number not available,pasadena.edu,https://www.opencccapply.net/gateway/apply?cccMisCode=771,Not available,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,23:1,78%,Not available,Not available,"19,504",Very Large • Urban,108
Parsons The New School for Design,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F4135_Logo.gif&w=3840&q=75,"New York, NY",4-year • Private,Not available,Not available,"$32,423",Not available,"72 5th Ave, New York, NY 10011",,newschool.edu/parsons,https://apply.commonapp.org/login?ma=93,57%,August 1,Not available*,Not available*,Required,Considered but not required,Neither required nor recommended,11:1,89%,Not available,"$26,940","4,386",Medium • Urban,Not available
Parkland College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F928_Logo.gif&w=3840&q=75,"Champaign, IL",2-year • Public,$9K,"$8,688",Not available,Not available,"2400 W Bradley Ave, Champaign, IL 61821",,parkland.edu,https://explore.parkland.edu/apply/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,15:1,63%,Not available,"$8,500",Not available,Suburban,84
Park University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F286_Logo.gif&w=3840&q=75,"Parkville, MO",4-year • Private,$16K,"$15,858","$9,880",20%,"8700 NW River Park Dr, Parkville, MO 64152",Phone number not available,park.edu,https://parku.force.com/ApplicationPortal/ERx_Forms__Portal_Login,Not available,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,14:1,63%,Not available,"$10,200","8,217",Medium • Suburban,76
Park Place Premier Barber School,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"New Orleans, LA",Less than 2-year • Career and Technical,$11K,"$11,009",Not available,Not available,"3024 Gentilly Blvd, New Orleans, LA 70122",Phone number not available,,,,,,,Not available,Not available,Not available,12:1,18%,Not available,Not available,Not available,Urban,1
Parisian Beauty Academy A Paul Mitchell Partner School,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Hackensack, NJ",Less than 2-year • Career and Technical,$17K,"$17,238",Not available,Not available,"21 Passaic St, Hackensack, NJ 07601",Phone number not available,paulmitchell.edu/hackensack/request-enrollment-information,https://www.paulmitchell.edu/hackensack/online-application,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,18:1,97%,Not available,Not available,Not available,Suburban,5
Paris Junior College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F285_Logo.gif&w=3840&q=75,"Paris, TX",2-year • Public,$7K,"$6,669","$5,477",Not available,"2400 Clarksville St, Paris, TX 75460",,parisjc.edu,https://mypjc.parisjc.edu/ICS/Admissions/Admissions_Homepage.jnz?portlet=Apply_Online,Not available,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Not available,25:1,54%,Not available,"$6,051","2,265",Small • Rural,60
Paris College of Art,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F227400_Logo.gif&w=3840&q=75,"Paris, France",4-year • International,Not available,Not available,Not available,Not available,"15 rue Fenelon, Paris, France 75010",Phone number not available,,,,,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Paramount Beauty Academy,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Portsmouth, OH",Less than 2-year • Career and Technical,$15K,"$14,627",Not available,Not available,"1745 11th St, Portsmouth, OH 45662",Phone number not available,paramountbeautyacademy.com,https://www.paramountbeautyacademy.com/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,12:1,90%,Not available,Not available,Not available,Rural,3
Paradise Valley Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F249_Logo.gif&w=3840&q=75,"Phoenix, AZ",2-year • Public,$12K,"$12,116",Not available,Not available,"18401 N 32nd St, Phoenix, AZ 85032",Phone number not available,pvc.maricopa.edu,https://www.maricopa.edu/become-student?gclid=CjwKCAjw5pShBhB_EiwAvmnNV9vW-kgxLOGWWrOjbquRo2hAKHg170ZDcrb8pN2Cs687fvXdgN5nuxoCsAAQAvD_BwE&utm_source=google&utm_medium=cpc&utm_term=paradise%20valley%20college&utm_campaign=Brand,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,11:1,65%,Not available,"$9,664",Not available,Urban,106
Panola College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F284_Logo.gif&w=3840&q=75,"Carthage, TX",2-year • Public,$7K,"$6,846","$5,213",Not available,"1109 W Panola St, Carthage, TX 75633",Phone number not available,panola.edu,https://www.panola.edu/admissions/apply-now,100%,August 24,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Considered if submitted,13:1,66%,Not available,"$7,416","1,480",Small • Rural,28
Pamlico Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3068_Logo.gif&w=3840&q=75,"Grantsboro, NC",2-year • Public,$8K,"$8,256",Not available,Not available,"5049 NC 306 Hwy S, Grantsboro, NC 28529",Phone number not available,pamlicocc.edu,https://pamlicocc.edu/admissions/how-to-apply/,Not available,Not available,Not available*,Not available*,Not available,Neither required nor recommended,Neither required nor recommended,4:1,63%,Not available,Not available,Not available,Rural,23
Palomar Institute Of Cosmetology,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"San Marcos, CA",Less than 2-year • Career and Technical,$16K,"$16,202",Not available,Not available,"355 Via Vera Cruz Ste 3, San Marcos, CA 92078",Phone number not available,pic.edu/contact,,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,24:1,82%,Not available,Not available,Not available,Suburban,3
Palomar College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F2687_Logo.gif&w=3840&q=75,"San Marcos, CA",2-year • Public,$8K,"$8,476",Not available,Not available,"1140 W Mission Rd, San Marcos, CA 92069",,palomar.edu,https://www.opencccapply.net/gateway/apply?cccMisCode=061,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,21:1,66%,Not available,"$12,674","10,478",Large • Suburban,130
Palo Verde College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F2688_Logo.gif&w=3840&q=75,"Blythe, CA",2-year • Public,$17K,"$16,835",Not available,Not available,"1 College Dr, Blythe, CA 92225",,paloverde.edu,https://www.opencccapply.net/gateway/apply?cccMisCode=951,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,24:1,59%,Not available,Not available,Not available,Rural,32
Palo Alto College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3122_Logo.gif&w=3840&q=75,"San Antonio, TX",2-year • Public,$5K,"$5,218",Not available,Not available,"1400 W Villaret Blvd, San Antonio, TX 78224",,alamo.edu/pac,https://www.applytexas.org/adappj/parms/j_univ_info.WBX,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,39:1,60%,June 30,Not available,"8,090",Medium • Urban,68
Palm Beach State College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3073_Logo.gif&w=3840&q=75,"Lake Worth, FL",4-year • Public,$11K,"$10,549",Not available,Not available,"4200 S Congress Ave, Lake Worth, FL 33461",Phone number not available,palmbeachstate.edu,https://www.palmbeachstate.edu/registration/default.aspx,100%,Not available,Not available*,Not available*,Not available,Not available,Not available,27:1,Not available,Not available,Not available,"27,030",Very Large • Suburban,92
Palm Beach Atlantic University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F531_Logo.gif&w=3840&q=75,"West Palm Beach, FL",4-year • Private,$30K,"$30,276","$25,949",56%,"901 S Flagler Dr, West Palm Beach, FL 33401",,pba.edu,https://apply.pba.edu/apply/,90%,Not available,1020–1260*,20–26*,Required,Considered but not required,Considered if submitted,12:1,75%,Not available,"$13,800","2,274",Small • Urban,69
